iter	Logloss
133	0.2419132892
134	0.2418648079
135	0.2418147103
136	0.2417576249
137	0.2417215865
138	0.2416712311
139	0.2416282316
140	0.2415425697
141	0.241494709
142	0.2414671509
143	0.2413976237
144	0.2413166837
145	0.2412644558
146	0.2411993568
147	0.2411425053
148	0.2410911663
149	0.2410344042
150	0.2409702173
151	0.2408961164
152	0.2408630464
153	0.240816793
154	0.2407723037
155	0.2407319205
156	0.2406925067
157	0.2406439504
158	0.2405895822
159	0.2405459708
160	0.2405100027
161	0.240466857
162	0.2404297342
163	0.2403629155
164	0.2403146048
165	0.2402615418
166	0.2402221863
167	0.2401767524
168	0.2401363269
169	0.2400976798
170	0.2400710768
171	0.2400321203
172	0.2399901974
173	0.2399581255
174	0.2398925776
175	0.2398546183
176	0.2398110297
177	0.2397627984
178	0.2397302042
179	0.2397017915
180	0.2396750614
181	0.2396159739
182	0.2395787707
183	0.2395433951
184	0.2394990193
185	0.2394699817
186	0.2394284952
187	0.2393977423
188	0.2393586145
189	0.2393197163
190	0.2392979141
191	0.2392516331
192	0.2392067197
193	0.2391710086
194	0.239131372
195	0.239089985
196	0.2390468324
197	0.2389946822
198	0.2389688035
199	0.2389224777
200	0.2388854672
201	0.23884818
202	0.2388220753
203	0.2387937983
204	0.2387640177
205	0.2387226682
206	0.2386891046
207	0.2386572066
208	0.2386212611
209	0.2385832395
210	0.2385541673
211	0.2385069149
212	0.2384774845
213	0.2384283163
214	0.2383857203
215	0.2383426026
216	0.2383125879
217	0.2382674563
218	0.2382321943
219	0.2381971507
220	0.2381513401
221	0.2381145218
222	0.2380737132
223	0.238026896
224	0.2379913377
225	0.237956439
226	0.2379201285
227	0.2378907593
228	0.2378410168
229	0.2378020525
230	0.2377699874
231	0.2377413179
232	0.2377086527
233	0.2376813652
234	0.2376412924
235	0.2375938079
236	0.2375612916
237	0.237507206
238	0.2374713326
239	0.2374386334
240	0.2373979925
241	0.2373681001
242	0.2373329525
243	0.2372859889
244	0.2372510266
245	0.2372066267
246	0.2371733564
247	0.2371361913
248	0.2371020384
249	0.2370763725
250	0.237046867
251	0.2370066038
252	0.2369846825
253	0.2369454882
254	0.2369168203
255	0.2368776872
256	0.2368456822
257	0.236809248
258	0.2367853736
259	0.2367579039
260	0.2367172233
261	0.236684875
262	0.2366586173
263	0.2366125544
264	0.2365672591
265	0.2365337587
266	0.2365107646
267	0.2364748511
268	0.2364407032
269	0.2364079593
270	0.2363638233
271	0.2363419952
272	0.2363139089
273	0.2362741385
274	0.2362497762
275	0.2362028243
276	0.2361652765
277	0.2361323637
278	0.2360994023
279	0.2360712653
280	0.2360456285
281	0.2360217921
282	0.235990154
283	0.2359632905
284	0.23593276
285	0.235909266
286	0.2358709877
287	0.2358448408
288	0.2358129089
289	0.2357726652
290	0.2357335192
291	0.2356869472
292	0.2356604695
293	0.2356303538
294	0.2356016512
295	0.2355486822
296	0.2354939055
297	0.2354647524
298	0.2354304501
299	0.2354113304
300	0.2353746751
301	0.2353384483
302	0.235321768
303	0.2352984436
304	0.2352614747
305	0.2352310445
306	0.2351844374
307	0.235147786
308	0.2351001699
309	0.235076879
310	0.2350387229
311	0.235011751
312	0.234992604
313	0.2349592695
314	0.2349275842
315	0.2349006449
316	0.2348665739
317	0.2348436499
318	0.2348110223
319	0.2347859958
320	0.2347569554
321	0.2347366581
322	0.2346955705
323	0.2346699868
324	0.2346471784
325	0.234629131
326	0.2346039442
327	0.2345754705
328	0.2345488246
329	0.234510316
330	0.2344784328
331	0.2344600374
332	0.2344348516
333	0.2344071653
334	0.2343813304
335	0.2343494116
336	0.2343233501
337	0.2342911766
338	0.2342550125
339	0.2342282117
340	0.2342002985
341	0.2341691821
342	0.2341364883
343	0.2341093332
344	0.2340800641
345	0.2340468692
346	0.2340027616
347	0.2339761444
348	0.2339462777
349	0.2339049319
350	0.2338776219
351	0.2338549764
352	0.2338314629
353	0.2338018856
354	0.2337685931
355	0.233734736
356	0.2337076358
357	0.2336910304
358	0.2336520703
359	0.2336301752
360	0.233606606
361	0.2336044692
362	0.2335793667
363	0.2335725244
364	0.2335711879
365	0.2335458189
366	0.2335002695
367	0.2334794209
368	0.2334468808
369	0.2334457159
370	0.2334159806
371	0.2333870537
372	0.2333711953
373	0.2333409005
374	0.2333069259
375	0.2332734877
376	0.2332399008
377	0.2332144683
378	0.233196438
379	0.2331765767
380	0.2331486324
381	0.2331276912
382	0.2330946786
383	0.2330648106
384	0.2330632757
385	0.2330370451
386	0.2329984777
387	0.2329785046
388	0.2329544222
389	0.2329275526
390	0.2328994452
391	0.2328743302
392	0.2328426918
393	0.2328002785
394	0.2327686507
395	0.2327372725
396	0.2327169558
397	0.2326921631
398	0.2326668565
399	0.2326428652
400	0.2326176921
401	0.2326039004
402	0.2325747588
403	0.2325536936
404	0.232522454
405	0.2324970881
406	0.2324765279
407	0.2324511556
408	0.2324334368
409	0.2324002849
410	0.2323809627
411	0.2323566473
412	0.2323265631
413	0.2322994453
414	0.2322583391
415	0.2322564467
416	0.2322343075
417	0.2322164454
418	0.232191642
419	0.2321561343
420	0.2321243249
421	0.2321051106
422	0.2321038593
423	0.2320873901
424	0.2320678043
425	0.2320462372
426	0.2320197188
427	0.2319979087
428	0.2319715196
429	0.2319408438
430	0.2319101995
431	0.231882968
432	0.2318539281
433	0.2318312857
434	0.2318136036
435	0.2317871528
436	0.2317681962
437	0.2317331817
438	0.2317142784
439	0.231702842
440	0.2316773645
441	0.2316549267
442	0.2316272903
443	0.2316130016
444	0.2315952483
445	0.2315742784
446	0.2315365946
447	0.2315144478
448	0.2314867734
449	0.2314673434
450	0.2314483851
451	0.2314255168
452	0.2314071473
453	0.2313853553
454	0.2313655465
455	0.2313321052
456	0.2313072525
457	0.2312730287
458	0.2312574924
459	0.2312247431
460	0.2311954159
461	0.231177533
462	0.2311667571
463	0.2311450965
464	0.2311214693
465	0.2311050682
466	0.2310818278
467	0.2310630929
468	0.2310304745
469	0.2310055478
470	0.2309781625
471	0.2309571507
472	0.2309346855
473	0.2309163266
474	0.2308951073
475	0.230868849
476	0.2308409187
477	0.2308142963
478	0.2307910466
479	0.2307628837
480	0.230727048
481	0.2306933056
482	0.2306705058
483	0.2306574539
484	0.2306247122
485	0.2306061369
486	0.2305874119
487	0.2305613934
488	0.2305445568
489	0.2305205523
490	0.2304980452
491	0.2304674573
492	0.2304374333
493	0.2304065071
494	0.2303808881
495	0.2303737679
496	0.2303501652
497	0.2303255173
498	0.2303016228
499	0.2302720269
500	0.230249612
501	0.2302310393
502	0.230207486
503	0.2301703829
504	0.2301673908
505	0.2301369713
506	0.2301122787
507	0.2300832127
508	0.2300618257
509	0.2300384833
510	0.2300086288
511	0.2299905447
512	0.2299625934
513	0.2299398318
514	0.2299153795
515	0.2298993655
516	0.2298862676
517	0.2298634661
518	0.2298368688
519	0.2298123505
520	0.2297808006
521	0.2297568607
522	0.2297286679
523	0.2297110379
524	0.2296908883
525	0.2296595715
526	0.2296349833
527	0.2296101412
528	0.229592633
529	0.2295775135
530	0.2295761583
531	0.2295477443
532	0.2295323161
533	0.2295302844
534	0.229505831
535	0.2294741133
536	0.2294470075
537	0.2294296646
538	0.2294054175
539	0.2293866053
540	0.2293581143
541	0.2293394004
542	0.2293208264
543	0.2292909256
544	0.2292616788
545	0.2292338113
546	0.2292085627
547	0.22918575
548	0.2291599673
549	0.2291394906
550	0.2291251264
551	0.2290991891
552	0.2290787041
553	0.2290536554
554	0.2290301553
555	0.2290094699
556	0.2289894906
557	0.2289650508
558	0.2289387607
559	0.2289151883
560	0.2289139139
561	0.228886313
562	0.2288697031
563	0.2288442268
564	0.2288206325
565	0.2287922065
566	0.2287629222
567	0.2287360596
568	0.2287321098
569	0.228722886
570	0.228703086
571	0.2286811212
572	0.2286603598
573	0.2286387602
574	0.2286171094
575	0.2285871503
576	0.2285628149
577	0.2285403629
578	0.2285180528
579	0.2285011866
580	0.2284871388
581	0.2284696804
582	0.2284488847
583	0.2284328641
584	0.2284043874
585	0.2283781527
586	0.2283538716
587	0.2283408396
588	0.2283200196
589	0.2282953396
590	0.2282715198
591	0.2282474262
592	0.228241425
593	0.2282149965
594	0.2281972124
595	0.2281713275
596	0.2281492811
597	0.2281230362
598	0.2280908361
599	0.2280629593
600	0.2280412081
601	0.2280166626
602	0.2279897621
603	0.2279665579
604	0.2279655199
605	0.2279449997
606	0.2279348021
607	0.2279142994
608	0.2278928913
609	0.2278676565
610	0.2278426406
611	0.2278278727
612	0.2277950386
613	0.2277772845
614	0.2277567456
615	0.2277385785
616	0.2277200545
617	0.2277181505
618	0.2276919908
619	0.2276712888
620	0.2276461116
621	0.2276163253
622	0.2276025564
623	0.2275737187
624	0.2275539544
625	0.2275330607
626	0.2275047859
627	0.227482951
628	0.227455227
629	0.2274389193
630	0.2274188956
631	0.2274001243
632	0.2273827925
633	0.2273508841
634	0.2273148996
635	0.2272951485
636	0.2272631292
637	0.227243049
638	0.2272212457
639	0.2272055936
640	0.2271896573
641	0.227176817
642	0.2271528607
643	0.2271350937
644	0.2271128961
645	0.2270974561
646	0.2270784845
647	0.2270547754
648	0.2270309482
649	0.2270118899
650	0.2269955309
651	0.2269674564
652	0.2269461547
653	0.2269154455
654	0.2268975829
655	0.2268698972
656	0.2268463971
657	0.2268273704
658	0.2268103682
659	0.2267920621
660	0.2267705823
661	0.2267582042
662	0.226741615
663	0.2267196664
664	0.2267097654
665	0.2266892532
666	0.2266717025
667	0.2266496315
668	0.2266314606
669	0.2266125471
670	0.2265901617
671	0.2265658565
672	0.2265519175
673	0.2265366149
674	0.2264992595
675	0.226471696
676	0.2264695929
677	0.2264537116
678	0.2264330336
679	0.2264098669
680	0.2263939841
681	0.2263702898
682	0.2263599559
683	0.2263441017
684	0.2263145608
685	0.2262958202
686	0.2262719626
687	0.2262495357
688	0.2262314899
689	0.2262115015
690	0.2261853083
691	0.2261582938
692	0.2261302235
693	0.2261161277
694	0.2260904745
695	0.2260603236
696	0.2260383336
697	0.2260226646
698	0.226010261
699	0.2259819789
700	0.2259638624
701	0.2259400762
702	0.2259378918
703	0.2259248819
704	0.2259118763
705	0.2258914584
706	0.2258643216
707	0.2258476255
708	0.2258320877
709	0.2258205843
710	0.2257971526
711	0.2257806204
712	0.2257698654
713	0.2257464498
714	0.225730242
715	0.2257187297
716	0.2256877722
717	0.2256703316
718	0.2256361786
719	0.2256237577
720	0.225610516
721	0.2255881873
722	0.2255621508
723	0.2255466231
724	0.2255224296
725	0.2255067336
726	0.2254890158
727	0.2254650578
728	0.2254474542
729	0.2254283486
730	0.2254232773
731	0.2254015506
732	0.2253844386
733	0.2253653726
734	0.2253477766
735	0.2253269174
736	0.2252985813
737	0.2252797688
738	0.2252521264
739	0.2252504981
740	0.2252378629
741	0.2252042696
742	0.2251855426
743	0.2251590585
744	0.2251245435
745	0.2251021401
746	0.2250823831
747	0.2250565068
748	0.2250416119
749	0.2250297393
750	0.2250057407
751	0.2249872447
752	0.2249665531
753	0.224939976
754	0.2249240304
755	0.2249072508
756	0.2248937999
757	0.2248801725
758	0.2248648504
759	0.2248505853
760	0.2248309648
761	0.2248136324
762	0.2247952997
763	0.2247774564
764	0.2247537838
765	0.2247170394
766	0.2247027862
767	0.2246864196
768	0.224665158
769	0.224648845
770	0.2246305826
771	0.224615061
772	0.2245897234
773	0.2245567868
774	0.224533312
775	0.2245027146
776	0.2244878743
777	0.2244656098
778	0.2244530199
779	0.2244409596
780	0.2244168064
781	0.2243936149
782	0.2243858602
783	0.2243615573
784	0.2243440399
785	0.2243271687
786	0.2243140191
787	0.2242943149
788	0.2242692379
789	0.2242478057
790	0.2242228775
791	0.2241997471
792	0.2241850105
793	0.2241639687
794	0.224153789
795	0.2241295061
796	0.2241140382
797	0.2240967577
798	0.2240859553
799	0.2240661092
800	0.2240418522
801	0.2240121606
802	0.2239911951
803	0.2239697039
804	0.2239546728
805	0.2239424844
806	0.2239223115
807	0.223897655
808	0.2238855209
809	0.2238645713
810	0.2238384298
811	0.2238233141
812	0.2238131397
813	0.2238006604
814	0.2237845381
815	0.223754457
816	0.2237413255
817	0.2237195474
818	0.2237008012
819	0.2236733994
820	0.2236581082
821	0.2236384904
822	0.223615017
823	0.223596636
824	0.2235769965
825	0.2235536733
826	0.2235305216
827	0.2235137425
828	0.2234976009
829	0.2234722291
830	0.2234511806
831	0.223430904
832	0.223404484
833	0.2233886314
834	0.2233749821
835	0.2233561032
836	0.2233311287
837	0.2233107695
838	0.2232846006
839	0.2232642817
840	0.2232313549
841	0.2232097657
842	0.2231860201
843	0.2231630077
844	0.2231437696
845	0.22311924
846	0.2231042551
847	0.223090438
848	0.2230733632
849	0.2230489743
850	0.2230325199
851	0.223008994
852	0.2229778299
853	0.2229590147
854	0.2229352743
855	0.2229190435
856	0.2229051442
857	0.2228876125
858	0.2228642744
859	0.2228481592
860	0.222826731
861	0.2228138529
862	0.2227961541
863	0.2227811742
864	0.2227664283
865	0.2227654359
866	0.2227447709
867	0.2227281361
868	0.2227142457
869	0.2226941793
870	0.2226735267
871	0.2226575459
872	0.2226379973
873	0.2226161844
874	0.2226022485
875	0.2225737358
876	0.22254812
877	0.2225225236
878	0.2224955813
879	0.2224693425
880	0.2224507336
881	0.2224227487
882	0.2224088962
883	0.2223824137
884	0.2223631335
885	0.2223465125
886	0.2223258441
887	0.2223186819
888	0.2222978916
889	0.2222764117
890	0.2222557268
891	0.2222397007
892	0.2222265069
893	0.2222020722
894	0.2221829494
895	0.2221580511
896	0.2221392021
897	0.2221266975
898	0.2221120604
899	0.2220887305
900	0.2220693524
901	0.222048057
902	0.2220360704
903	0.2220260036
904	0.2220002104
905	0.2219790798
906	0.2219557565
907	0.221932304
908	0.2219052661
909	0.2218917145
910	0.2218761132
911	0.2218602667
912	0.2218338065
913	0.2218125787
914	0.2217865
915	0.2217615706
916	0.2217366636
917	0.2217185536
918	0.2216979028
919	0.2216789493
920	0.2216725733
921	0.2216435921
922	0.221626723
923	0.2216084232
924	0.2215968899
925	0.2215739538
926	0.2215604817
927	0.2215456262
928	0.2215241023
929	0.221509339
930	0.2214920018
931	0.2214685952
932	0.221450867
933	0.2214429104
934	0.2214276157
935	0.2214072704
936	0.2213868493
937	0.2213610217
938	0.2213382144
939	0.2213107464
940	0.2213012476
941	0.2212822879
942	0.221269177
943	0.221245377
944	0.2212270922
945	0.2212066901
946	0.2211858138
947	0.2211734511
948	0.2211593111
949	0.2211398954
950	0.2211299812
951	0.2211151183
952	0.2211014057
953	0.2210771404
954	0.2210628658
955	0.2210503789
956	0.2210318527
957	0.221009765
958	0.2209874927
959	0.220973818
960	0.2209539276
961	0.2209528101
962	0.220926233
963	0.2209096151
964	0.2209085722
965	0.2208895155
966	0.2208659827
967	0.2208565415
968	0.2208330021
969	0.2208238955
970	0.2208024286
971	0.2207963157
972	0.2207789814
973	0.2207669914
974	0.2207424037
975	0.2207290756
976	0.2207046629
977	0.2206921923
978	0.2206645088
979	0.220645514
980	0.2206249455
981	0.2206021666
982	0.2205888802
983	0.2205855962
984	0.2205615073
985	0.2205446538
986	0.2205236511
987	0.2205041252
988	0.2204887322
989	0.2204794514
990	0.2204517785
991	0.2204386934
992	0.2204165252
993	0.2204018598
994	0.2203863699
995	0.2203702773
996	0.2203457231
997	0.2203233106
998	0.2203118123
999	0.2202826844
